hoffen;hope;2022-01-01;Station 2|Unit 6|Kl. 5
grüßen|Grüße ausrichten;say hi to;2022-01-01;Station 2|Unit 6|Kl. 5
früher;earlier;2022-01-01;Station 2|Unit 6|Kl. 5
Mach´s/Macht´s gut.;Take care.;2022-01-01;Station 2|Unit 6|Kl. 5
sonnig;sunny;2022-01-01;weather|Unit 6|Kl. 5
heiß;hot;2022-01-01;weather|Unit 6|Kl. 5
regnen;rain;2022-01-01;weather|Unit 6|Kl. 5
nass;wet;2022-01-01;weather|Unit 6|Kl. 5
windig;windy;2022-01-01;weather|Unit 6|Kl. 5
wolkig;cloudy;2022-01-01;weather|Unit 6|Kl. 5
warm;warm;2022-01-01;weather|Unit 6|Kl. 5
kalt;cold;2022-01-01;weather|Unit 6|Kl. 5
Telefonanruf;phone call;2022-01-01;Station 1|Unit 6|Kl. 5
Wie geht es dir?;How are you?;2022-01-01;Station 1|Unit 6|Kl. 5
Arm;arm;2022-01-01;Station 1|Unit 6|Kl. 5
besser;better;2022-01-01;Station 1|Unit 6|Kl. 5
Reiter;horse riding;2022-01-01;Station 1|Unit 6|Kl. 5
Picknick;picnic;2022-01-01;Station 1|Unit 6|Kl. 5
Gruppe;group;2022-01-01;Station 1|Unit 6|Kl. 5
müssen;must;2022-01-01;Station 1|Unit 6|Kl. 5
aufhören;stop;2022-01-01;Station 1|Unit 6|Kl. 5
Nachtwanderung;night walk;2022-01-01;Station 1|Unit 6|Kl. 5
warm;warm;2022-01-01;Station 1|Unit 6|Kl. 5
bis bald!;See you soon!;2022-01-01;Station 1|Unit 6|Kl. 5
brechen;broke;2022-01-01;Station 1|Unit 6|Kl. 5
allein;alone;2022-01-01;Station 1|Unit 6|Kl. 5
Was ist passiert?|Was ist geschehen?;What happend?;2022-01-01;Station 1|Unit 6|Kl. 5
Test|Klassenarbeit;test;2022-01-01;Station 1|Unit 6|Kl. 5
schrecklich|schlimm|furchtbar;terrible;2022-01-01;Station 1|Unit 6|Kl. 5
Jacke;coat;2022-02-07;clothes|Unit 6|Kl. 5
Hose;trousers;2022-02-07;clothes|Unit 6|Kl. 5
Schuh;shoe;2022-02-07;clothes|Unit 6|Kl. 5
Socke;sock;2022-02-07;clothes|Unit 6|Kl. 5
Sweatshirt;sweatshirt;2022-02-07;clothes|Unit 6|Kl. 5
Jeans;jeans;2022-02-07;clothes|Unit 6|Kl. 5
Rock;skirt;2022-02-07;clothes|Unit 6|Kl. 5
Hemd|Shirt;shirt;2022-02-07;clothes|Unit 6|Kl. 5
Kleid;dress;2022-02-07;clothes|Unit 6|Kl. 5
T-shirt;T-shirt;2022-02-07;clothes|Unit 6|Kl. 5
Schal|Tuch;scarf;2022-02-07;clothes|Unit 6|Kl. 5
Turnschuhe;trainer;2022-02-07;clothes|Unit 6|Kl. 5
landliche Gegend|Land;country;2022-02-07;A trip to the country|Unit 6|Kl. 5
Bauernhof;farm;2022-02-07;A trip to the country|Unit 6|Kl. 5
Klassenfahrt;school trip;2022-02-07;A trip to the country|Unit 6|Kl. 5
Ferien|Urlaub;holiday;2022-02-07;A trip to the country|Unit 6|Kl. 5
auf dem Land;in the country;2022-02-07;A trip to the country|Unit 6|Kl. 5
kennen lernen;meet;2022-02-07;A trip to the country|Unit 6|Kl. 5
wir|uns;us;2022-02-07;A trip to the country|Unit 6|Kl. 5
Landwirt|Landwirtin|Bauer|Bäuerin;farmer;2022-02-07;A trip to the country|Unit 6|Kl. 5
Tochter;daughter;2022-02-07;A trip to the country|Unit 6|Kl. 5
Huhn;chicken;2022-02-07;A trip to the country|Unit 6|Kl. 5
modern;modern;2022-02-07;A trip to the country|Unit 6|Kl. 5
GPS;GPS;2022-02-07;A trip to the country|Unit 6|Kl. 5
Halsband;collar;2022-02-07;A trip to the country|Unit 6|Kl. 5
Traktor;tractor;2022-02-07;A trip to the country|Unit 6|Kl. 5
in der Nähe von;near;2022-02-07;A trip to the country|Unit 6|Kl. 5
klettern;rock climbing;2022-02-07;A trip to the country|Unit 6|Kl. 5
Kanufahren;canoeing;2022-02-07;A trip to the country|Unit 6|Kl. 5
nicht brauchen|nicht müssen;needn´t;2022-02-07;A trip to the country|Unit 6|Kl. 5
sich sorgen machen;worry;2022-02-07;A trip to the country|Unit 6|Kl. 5
kommen;come;2022-02-07;A trip to the country|Unit 6|Kl. 5
klicken;click;2022-02-07;A trip to the country|Unit 6|Kl. 5
füttern;feed;2022-02-07;A trip to the country|Unit 6|Kl. 5
Möchtest du ...?;Would you like ...?;2022-02-07;A trip to the country|Unit 6|Kl. 5
Ich möchte...|Ich würde gern...;I´d like...;2022-02-07;A trip to the country|Unit 6|Kl. 5
Ich möchte nicht...|Ich würde nicht gerne...;I wouldn´t like...;2022-02-07;A trip to the country|Unit 6|Kl. 5
unterwegs;out and about;2022-02-08;Film corner|Unit 5|Kl. 5
Popcorn;popcorn;2022-02-08;Film corner|Unit 5|Kl. 5
Postamt;post office;2022-02-08;Film corner|Unit 5|Kl. 5
zurück;back;2022-02-08;Film corner|Unit 5|Kl. 5
Abenteur;adventure;2022-02-08;Reading corner|Unit 5|Kl. 5
Tagebuch;diary;2022-02-08;Reading corner|Unit 5|Kl. 5
heute;today;2022-02-08;Reading corner|Unit 5|Kl. 5
Job;job;2022-02-08;Reading corner|Unit 5|Kl. 5
Australien;australia;2022-02-08;Reading corner|Unit 5|Kl. 5
hassen|nicht mögen;hate;2022-02-08;Reading corner|Unit 5|Kl. 5
schrecklich|furchtbar;awful;2022-02-08;Reading corner|Unit 5|Kl. 5
Kartoffel;potato;2022-02-08;Reading corner|Unit 5|Kl. 5
Mann;man;2022-02-08;Reading corner|Unit 5|Kl. 5
Seil;rope;2022-02-08;Reading corner|Unit 5|Kl. 5
schön|hübsch;beautiful;2022-02-08;Reading corner|Unit 5|Kl. 5
Schaf;sheep;2022-02-08;Reading corner|Unit 5|Kl. 5
Leben;life;2022-02-08;Reading corner|Unit 5|Kl. 5
fand;found;2022-02-08;Reading corner|Unit 5|Kl. 5
schrieb;wrote;2022-02-08;Reading corner|Unit 5|Kl. 5
stellte|stellen|setzte|setzen|legte|legen;put;2022-02-08;Reading corner|Unit 5|Kl. 5
Ausflug;trip;2022-02-08;Station 2|Unit 5|Kl. 5
am Meer;at the seaside;2022-02-08;Station 2|Unit 5|Kl. 5
Es sind zwei Stunden von hier Entfernt.;It´s two hours from here.;2022-02-08;Station 2|Unit 5|Kl. 5
mit dem Zug; by train;2022-02-08;Station 2|Unit 5|Kl. 5
sich verirren;get lost;2022-02-08;Station 2|Unit 5|Kl. 5
auf dem Weg|unterwegs;on the way;2022-02-08;Station 2|Unit 5|Kl. 5
vergaß;forgot;2022-02-08;Station 2|Unit 5|Kl. 5
Navi;satnav;2022-02-08;Station 2|Unit 5|Kl. 5
Oje!;Oh dear!;2022-02-08;Station 2|Unit 5|Kl. 5
Meer;sea;2022-02-08;Station 2|Unit 5|Kl. 5
Wasser;water;2022-02-08;Station 2|Unit 5|Kl. 5
kalt;cold;2022-02-08;Station 2|Unit 5|Kl. 5
Strand;beach;2022-02-08;Station 2|Unit 5|Kl. 5
Frisbee|Frisbeescheibe;frisbee;2022-02-08;Station 2|Unit 5|Kl. 5
Pommes frites;chips;2022-02-08;Station 2|Unit 5|Kl. 5
Vegetarier|Vegetarierin;vegetarian;2022-02-08;Station 2|Unit 5|Kl. 5
sein;were;2022-02-08;Station 2|Unit 5|Kl. 5
Postkarte;postcard;2022-02-08;Station 2|Unit 5|Kl. 5
schicken|senden;send;2022-02-08;Station 2|Unit 5|Kl. 5
zu Fuß;on foot;2022-02-08;Station 2|Unit 5|Kl. 5
die meisten|die Mehrheit;most;2022-02-08;Station 2|Unit 5|Kl. 5
niemand;no one;2022-02-08;Station 2|Unit 5|Kl. 5
Freunde treffen;see friends;2022-02-08;Station 2|Unit 5|Kl. 5
Eiscreme;ice cream;2022-02-08;Station 2|Unit 5|Kl. 5
Freizeitpark;theme park;2022-02-08;Station 2|Unit 5|Kl. 5
Zug;train;2022-02-10;transport|Unit 5|Kl. 5
Auto;car;2022-02-10;transport|Unit 5|Kl. 5
Schiff;ship;2022-02-10;transport|Unit 5|Kl. 5
Bus;bus;2022-02-10;transport|Unit 5|Kl. 5
Fahrrad;bike;2022-02-10;transport|Unit 5|Kl. 5
U-Boot;submarine;2022-02-10;transport|Unit 5|Kl. 5
Straßenbahn;tram;2022-02-10;transport|Unit 5|Kl. 5
Helikopter|Hubschrauber;helicopter;2022-02-10;transport|Unit 5|Kl. 5
Flugzeug;plane;2022-02-10;transport|Unit 5|Kl. 5
Boot;boat;2022-02-10;transport|Unit 5|Kl. 5
Motorrad;motorbike;2022-02-10;transport|Unit 5|Kl. 5
Skateboard;skatesboard;2022-02-10;transport|Unit 5|Kl. 5
U-Bahn;underground;2022-02-10;transport|Unit 5|Kl. 5
Morgen|Vormittag;morning;2022-02-10;Station 1|Unit 5|Kl. 5
müde;tired;2022-02-10;Station 1|Unit 5|Kl. 5
gestern;yesterday;2022-02-10;Station 1|Unit 5|Kl. 5
sein;be;2022-02-10;Station 1|Unit 5|Kl. 5
spannend|aufregend;exciting;2022-02-10;Station 1|Unit 5|Kl. 5
gewinnen;win;2022-02-10;Station 1|Unit 5|Kl. 5
Weißt du was?;Guess what?;2022-02-10;Station 1|Unit 5|Kl. 5
sah;saw;2022-02-10;Station 1|Unit 5|Kl. 5
kaufte;bought;2022-02-10;Station 1|Unit 5|Kl. 5
ging;went;2022-02-10;Station 1|Unit 5|Kl. 5
letzte|letzter|letztes;last;2022-02-10;Station 1|Unit 5|Kl. 5
haben|essen;had;2022-02-10;Station 1|Unit 5|Kl. 5
Pizza;pizza;2022-02-10;Station 1|Unit 5|Kl. 5
machen|tun;do;2022-02-10;Station 1|Unit 5|Kl. 5
Hausaufgaben machen;do homework;2022-02-10;Station 1|Unit 5|Kl. 5
erzählen|sagen;tell;2022-02-10;Station 1|Unit 5|Kl. 5
über;about;2022-02-10;Station 1|Unit 5|Kl. 5
besuchen;visit;2022-02-10;Station 1|Unit 5|Kl. 5
machen;make;2022-02-10;Station 1|Unit 5|Kl. 5
langweilig;boring;2022-02-10;Station 1|Unit 5|Kl. 5
wohnen|leben;live;2022-02-10;Way in|Unit 5|Kl. 5
Stadt;town;2022-02-10;Way in|Unit 5|Kl. 5
Schiff;ship;2022-02-10;Way in|Unit 5|Kl. 5
nehmen|mitnehmen;take;2022-02-10;Way in|Unit 5|Kl. 5
schwimmen gehen;go swimming;2022-02-10;Way in|Unit 5|Kl. 5
Übernachtung;sleepover;2022-02-10;Film corner|Unit 4|Kl. 5
Snack|Imbiss;snack;2022-02-10;Film corner|Unit 4|Kl. 5
... am meißten mögen|... am liebsten mögen;like ... best;2022-02-10;Film corner|Unit 4|Kl. 5
Einladung;invitation;2022-02-10;Reading corner|Unit 4|Kl. 5
Alles gute zum Geburtstag!;Happy birthday!;2022-02-10;Reading corner|Unit 4|Kl. 5
die anderen;the others;2022-02-10;Reading corner|Unit 4|Kl. 5
jeder;everyone;2022-02-10;Reading corner|Unit 4|Kl. 5
Ich weiß nicht!|Ich weiß es nicht!;I don´t know!;2022-02-10;Reading corner|Unit 4|Kl. 5
denken|glauben;think;2022-02-10;Reading corner|Unit 4|Kl. 5
rufen|anrufen;call;2022-02-10;Reading corner|Unit 4|Kl. 5
hören;hear;2022-02-10;Reading corner|Unit 4|Kl. 5
sie|ihnen;them;2022-02-10;Reading corner|Unit 4|Kl. 5
Tür;door;2022-02-10;Reading corner|Unit 4|Kl. 5
toll;brilliant;2022-02-10;Reading corner|Unit 4|Kl. 5
fragen;ask;2022-02-10;Reading corner|Unit 4|Kl. 5
Also...|Lass mal sehen...;Let´s see...;2022-02-10;Station 2|Unit 4|Kl. 5
Luftballon;ballon;2022-02-10;Station 2|Unit 4|Kl. 5
Tafelschokolade;bar of chocolade;2022-02-10;Station 2|Unit 4|Kl. 5
Kerze;candle;2022-02-10;Station 2|Unit 4|Kl. 5
Tante-Emma-Laden;corner Shop;2022-02-10;Station 2|Unit 4|Kl. 5
Laden|Geschäft;shop;2022-02-10;Station 2|Unit 4|Kl. 5
Was kann ich für dich tun?;How can I help you?;2022-02-10;Station 2|Unit 4|Kl. 5
brauchen;need;2022-02-10;Station 2|Unit 4|Kl. 5
einige|ein paar;some;2022-02-10;Station 2|Unit 4|Kl. 5
Sache|Ding;think;2022-02-10;Station 2|Unit 4|Kl. 5
Schachtel;box;2022-02-10;Station 2|Unit 4|Kl. 5
Darf es sonst noch etwas sein?;Anything else?;2022-02-10;Station 2|Unit 4|Kl. 5
Packung|Tüte;packet;2022-02-10;Station 2|Unit 4|Kl. 5
Wie viel kostet...?;How much is...?;2022-02-10;Station 2|Unit 4|Kl. 5
Wie viel kosten...?;How much are...?;2022-02-10;Station 2|Unit 4|Kl. 5
...kosten 99 Pence.;...are 99p.;2022-02-10;Station 2|Unit 4|Kl. 5
...kostet ein Pfund 25.;is 1 Pfund and 25 Pence.;2022-02-10;Station 2|Unit 4|Kl. 5
deshalb|also;so;2022-02-10;Station 2|Unit 4|Kl. 5
Das macht 2 Pfund und 24 Pence.;Thats 2 Pfunds and 24 Pence.;2022-02-10;Station 2|Unit 4|Kl. 5
Gern geschehen.;you´re welcome.;2022-02-10;Station 2|Unit 4|Kl. 5
Hier ist dein Wechselgeld.;Here is your change.;2022-02-10;Station 2|Unit 4|Kl. 5
Flasche;bottle;2022-02-10;Station 2|Unit 4|Kl. 5
Dose;can;2022-02-10;Station 2|Unit 4|Kl. 5
Es tut mir leid|entschuldigung;I´m Sorry;2022-02-10;Station 2|Unit 4|Kl. 5
CD;CD;2022-02-10;Station 2|Unit 4|Kl. 5
lesen;read;2022-02-10;Station 2|Unit 4|Kl. 5
DVD;DVD;2022-02-10;Station 2|Unit 4|Kl. 5
Einkaufszettel;shopping list;2022-02-10;Station 2|Unit 4|Kl. 5
Wie bitte?;Parton?;2022-02-10;Station 2|Unit 4|Kl. 5
eine Verkleidungsparty machen;have a fancy dress party;2022-02-10;birthday activities|Unit 4|Kl. 5
eine Grillparty machen;have a barbecue party;2022-02-10;birthday activities|Unit 4|Kl. 5
meine Freunde einladen;invite my friends;2022-02-10;birthday activities|Unit 4|Kl. 5
ins Kino gehen;go to the cinema;2022-02-10;birthday activities|Unit 4|Kl. 5
Filme schauen;watch movies;2022-02-10;birthday activities|Unit 4|Kl. 5
ein Picknic im Park machen;have a picnic in a park;2022-02-10;birthday activities|Unit 4|Kl. 5
eine Übernachtungsparty machen;have a sleepover;2022-02-10;birthday activities|Unit 4|Kl. 5
go to a theme park;in einen Freizeitpark gehen;2022-02-10;birthday activities|Unit 4|Kl. 5
in ein Fastfood-Restaurant gehen;go to a fast food restaurant;2022-02-10;birthday activities|Unit 4|Kl. 5
have a favourite meal;ein lieblingsessen genießen;2022-02-10;birthday activities|Unit 4|Kl. 5
erste;first;2022-02-10;ordinal numbers|Unit 4|Kl. 5
zweite;second;2022-02-10;ordinal numbers|Unit 4|Kl. 5
dritte;third;2022-02-10;ordinal numbers|Unit 4|Kl. 5
vierte;fourth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
fünfte;fifth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
sechste;sixth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
siebente;seventh;2022-02-10;ordinal numbers|Unit 4|Kl. 5
achte;eighth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
neunte;ninth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
zehnte;tenth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
elfte;eleventh;2022-02-10;ordinal numbers|Unit 4|Kl. 5
zwölfte;twelfth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
dreizehnte;thirteenth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
vierzehnte;fourteenth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
fünfzehnte;fifeteenth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
sechzehnte;sixteenth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
siebzehnte;seventeenth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
achtzehnte;eighteenth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
neunzehnte;nineteenth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
zwanzigste;twentieth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
einundzwanzigste;twenty-first;2022-02-10;ordinal numbers|Unit 4|Kl. 5
zweiundzwanzigste;twenty-second;2022-02-10;ordinal numbers|Unit 4|Kl. 5
dreiundzwanzigste;twenty-third;2022-02-10;ordinal numbers|Unit 4|Kl. 5
vierundzwanzigste;twenty-fourth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
fünfundzwanzigste;twenty-fifth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
sechsundzwanzigste;twenty-sixth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
siebenundzwanzigste;twenty-seventh;2022-02-10;ordinal numbers|Unit 4|Kl. 5
achtundzwanzigste;twenty-eighth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
neunundzwanzigste;twenty-ninth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
dreißigste;thirtieth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
vierzigste;fortieth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
fünfzigste;fiftieth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
sechzigste;sixtieth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
siebzigste;seventieth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
achtzigste;eightieth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
neunzigste;ninetieth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
hundertste;hundreth;2022-02-10;ordinal numbers|Unit 4|Kl. 5
auswählen|wählen;choose;2022-02-14;Kl. 6|Unit 4|Irregular verbs in Station 1
ausgeben|verbringen;spend;2022-02-14;Kl. 6|Unit 4|Irregular verbs in Station 1
Lunchpaket|Vesper;packed lunch;2022-02-14;Kl. 6|Unit 4|Meals at school
Kartoffelbrei;mashed potatoes;2022-02-14;Kl. 6|Unit 4|Meals at school
Apfelauflauf;apple crumble;2022-02-14;Kl. 6|Unit 4|Meals at school
Vanillesauce;custard;2022-02-14;Kl. 6|Unit 4|Meals at school
Schinken;ham;2022-02-14;Kl. 6|Unit 4|Meals at school
Nudelauflauf;pasta bake;2022-02-14;Kl. 6|Unit 4|Meals at school
Nachspeise|Pudding;pudding;2022-02-14;Kl. 6|Unit 4|Meals at school
Rindfleisch;beef;2022-02-14;Kl. 6|Unit 4|Meals at school
Chili;chilli;2022-02-14;Kl. 6|Unit 4|Meals at school
Knoblauch;garlic;2022-02-14;Kl. 6|Unit 4|Meals at school
Tomate;tomato;2022-02-14;Kl. 6|Unit 4|Meals at school
Suppe;soup;2022-02-14;Kl. 6|Unit 4|Meals at school
Erdbeere;strawberry;2022-02-14;Kl. 6|Unit 4|Meals at school
Spaghetti;spaghetti;2022-02-14;Kl. 6|Unit 4|Meals at school
Soße;sauce;2022-02-14;Kl. 6|Unit 4|Meals at school
Zitrone;lemon;2022-02-14;Kl. 6|Unit 4|Meals at school
Käsekuchen;cheesecake;2022-02-14;Kl. 6|Unit 4|Meals at school
Lasagne;lasagne;2022-02-14;Kl. 6|Unit 4|Meals at school
Frühlingsrolle;spring roll;2022-02-14;Kl. 6|Unit 4|Meals at school
Pfannkuchen;pancake;2022-02-14;Kl. 6|Unit 4|Meals at school
Ofenkartoffel;jacket potato;2022-02-14;Kl. 6|Unit 4|Meals at school
Lamm;lamb;2022-02-14;Kl. 6|Unit 4|Meals at school
Moussaka;moussaka;2022-02-14;Kl. 6|Unit 4|Meals at school
Mahlzeit|Essen;meal;2022-02-14;Kl. 6|Unit 4|Station 1
Internet;internet;2022-02-14;Kl. 6|Unit 4|Station 1
Neuigkeit|Neuigkeiten|Nachricht|Nachrichten;news;2022-02-14;Kl. 6|Unit 4|Station 1
Umfrage;survey;2022-02-14;Kl. 6|Unit 4|Station 1
Hauptgericht;main course;2022-02-14;Kl. 6|Unit 4|Station 1
Nachspeise;dessert;2022-02-14;Kl. 6|Unit 4|Station 1
normalerweise|gewöhnlich;usually;2022-02-14;Kl. 6|Unit 4|Station 1
Allergie;allergy;2022-02-14;Kl. 6|Unit 4|Station 1
allergisch gegen;allergic to;2022-02-14;Kl. 6|Unit 4|Station 1
Fingerabdruck;fingerprint;2022-02-14;Kl. 6|Unit 4|Station 1
Bezahlautomat;payment machine;2022-02-14;Kl. 6|Unit 4|Station 1
Automat|Maschine;machine;2022-02-14;Kl. 6|Unit 4|Station 1
funktionieren;work;2022-02-14;Kl. 6|Unit 4|Station 1
schnell;quick;2022-02-14;Kl. 6|Unit 4|Station 1
viele;many;2022-02-14;Kl. 6|Unit 4|Station 1
Antwort;answer;2022-02-14;Kl. 6|Unit 4|Station 1
Ergebnis;result;2022-02-14;Kl. 6|Unit 4|Station 1
gebraten|in der Pfanne gebraten;fried;2022-02-14;Kl. 6|Unit 4|Station 1
Vorspeise;starter;2022-02-14;Kl. 6|Unit 4|Station 1
mit Bargeld|Bargeld;cash;2022-02-14;Kl. 6|Unit 4|Station 1
Hundekeks;dog biscuit;2022-02-14;Kl. 6|Unit 4|Station 1
Person|Mensch;person;2022-02-14;Kl. 6|Unit 4|Station 1
Messer;knife;2022-02-28;Kl. 6|Unit 4|Things for meals
Gabel;fork;2022-02-28;Kl. 6|Unit 4|Thinks for meals
Löffel;spoon;2022-02-28;Kl. 6|Unit 4|Things for meals
Salz;salt;2022-02-28;Kl. 6|Unit 4|Thinks for meals
Ketchup;ketchup;2022-02-28;Kl. 6|Unit 4|Thinks for meals
Teller;plate;2022-02-28;Kl. 6|Unit 4|Thinks for meals
Glas;glass;2022-02-28;Kl. 6|Unit 4|Thinks for meals
Pfeffer;pepper;2022-02-28;Kl. 6|Unit 4|Thinks for meals
Tasse;cup;2022-02-28;Kl. 6|Unit 4|Thinks for meals
Serviette;napkin;2022-02-28;Kl. 6|Unit 4|Thinks for meals
Schale|Schälchen|Schüssel;bowl;2022-02-28;Kl. 6|Unit 4|Thinks for meals
Mayonnaise;mayonnaise;2022-02-28;Kl. 6|Unit 4|Thinks for meals
Teelöffel;teaspoon;2022-02-28;Kl. 6|Unit 4|Thinks for meals
Trinkhalm;straw;2022-02-28;Kl. 6|Unit 4|Thinks for meals
Senf;mustard;2022-02-28;Kl. 6|Unit 4|Thinks for meals
Tablett;tray;2022-02-28;Kl. 6|Unit 4|Thinks for meals
Zahnstocher;toothpick;2022-02-28;Kl. 6|Unit 4|Thinks for meals
Essensstand;food stall;2022-02-28;Kl. 6|Unit 4|Station 2
Speisekarte;menu;2022-02-28;Kl. 6|Unit 4|Station 2
Wrap;wrap;2022-02-28;Kl. 6|Unit 4|Station 2
free range;free range;2022-02-28;Kl. 6|Unit 4|Station 2
Mama;mama;2022-02-28;Kl. 6|Unit 4|Station 2
frisch;fresh;2022-02-28;Kl. 6|Unit 4|Station 2
Kombination;combination;2022-02-28;Kl. 6|Unit 4|Station 2
Kochbanane;plantain;2022-02-28;Kl. 6|Unit 4|Station 2
werden;will;2022-02-28;Kl. 6|Unit 4|Station 2
würzig|pikant;spicy;2022-02-28;Kl. 6|Unit 4|Station 2
probieren|versuchen;try;2022-02-28;Kl. 6|Unit 4|Station 2
Saft;juice;2022-02-28;Kl. 6|Unit 4|Station 2
durstig;thirsty;2022-02-28;Kl. 6|Unit 4|Station 2
bestellen;order;2022-02-28;Kl. 6|Unit 4|Station 2
etwas zu trinken;anything to drink;2022-02-28;Kl. 6|Unit 4|Station 2
irgendetwas;anything;2022-02-28;Kl. 6|Unit 4|Station 2
ich habe;I have got;2022-02-28;Kl. 6|Unit 4|Station 2
Geldschein;note;2022-02-28;Kl. 6|Unit 4|Station 2
zurückzahlen;pay back;2022-02-28;Kl. 6|Unit 4|Station 2
nicht werden;will not;2022-02-28;Kl. 6|Unit 4|Station 2
Münzgeld|Wechselgeld;change;2022-02-28;Kl. 6|Unit 4|Station 2
Es wird nicht lange dauern.;It will not be long.;2022-02-28;Kl. 6|Unit 4|Station 2
da drüben|dort drüben;over there;2022-02-28;Kl. 6|Unit 4|Station 2
Thunfisch;tuna;2022-02-28;Kl. 6|Unit 4|Station 2
zusätzlich|Zusatz-;extra;2022-02-28;Kl. 6|Unit 4|Station 2
irgendwelche;any;2022-02-28;Kl. 6|Unit 4|Station 2
aufpassen auf;watch;2022-02-28;Kl. 6|Unit 4|Station 2
